PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
1070,Devin,Gray,Devin Gray,"Gray, Devin",D. Gray,devin-gray,1972-05-18T00:00:00,Clemson,,Clemson,,,1,,,Inactive,0,,,,,devin_gray,1996,1999,N,Y,Y,1995,,
1975,Jamel,Thomas,Jamel Thomas,"Thomas, Jamel",J. Thomas,jamel-thomas,1976-07-19T00:00:00,Providence,USA,Providence/USA,6-6,219,1,5,Forward,Inactive,1610612751,Nets,NJN,nets,New Jersey,jamel_thomas,1999,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
1915,Evan,Eschmeyer,Evan Eschmeyer,"Eschmeyer, Evan",E. Eschmeyer,evan-eschmeyer,1975-05-30T00:00:00,Northwestern,USA,Northwestern ''99/USA,6-11,250,4,00,Center,Inactive,1610612751,Nets,NJN,nets,New Jersey,evan_eschmeyer,1999,2003,N,Y,Y,1999,2,34
1761,Greg,Buckner,Greg Buckner,"Buckner, Greg",G. Buckner,greg-buckner,1976-09-16T00:00:00,Clemson,USA,Clemson/USA,6-4,210,10,7,Guard,Inactive,1610612742,Mavericks,DAL,mavericks,Dallas,greg_buckner,1999,2008,N,Y,Y,1998,2,53
1906,Tim,James,Tim James,"James, Tim",T. James,tim-james,1976-12-25T00:00:00,Miami (FL),USA,Miami (Fla.) ''99/USA,6-7,214,3,25,Forward,Inactive,1610612766,Hornets,CHH,hornets,Charlotte,tim_james,1999,2002,N,Y,Y,1999,1,25
1747,Rafer,Alston,Rafer Alston,"Alston, Rafer",R. Alston,rafer-alston,1976-07-24T00:00:00,Fresno State,USA,Fresno State/USA,6-2,175,10,11,Guard,Inactive,1610612745,Rockets,HOU,rockets,Houston,rafer_alston,1999,2009,Y,Y,Y,1998,2,39
1085,Ira,Bowman,Ira Bowman,"Bowman, Ira",I. Bowman,ira-bowman,1973-06-11T00:00:00,Pennsylvania,USA,Pennsylvania/USA,,,2,,,Inactive,0,,,,,ira_bowman,1999,2001,N,Y,Y,Undrafted,Undrafted,Undrafted
1760,Derrick,Dial,Derrick Dial,"Dial, Derrick",D. Dial,derrick-dial,1975-12-20T00:00:00,Eastern Michigan,USA,Eastern Michigan ''98/USA,6-4,184,4,13,Guard,Inactive,1610612759,Spurs,SAS,spurs,San Antonio,derrick_dial,1999,2003,Y,Y,Y,1998,2,52
1916,Calvin,Booth,Calvin Booth,"Booth, Calvin",C. Booth,calvin-booth,1976-05-07T00:00:00,Penn State,USA,Penn State/USA,6-11,230,10,52,Center,Inactive,1610612760,SuperSonics,SEA,thunder,Seattle,calvin_booth,1999,2008,N,Y,Y,1999,2,35
78,LaSalle,Thompson,LaSalle Thompson,"Thompson, LaSalle",L. Thompson,lasalle-thompson,1961-06-23T00:00:00,Texas,USA,Texas/USA,,,14,,,Inactive,0,,,,,lasalle_thompson,1982,1996,N,Y,Y,1982,1,5
1766,Maceo,Baston,Maceo Baston,"Baston, Maceo",M. Baston,maceo-baston,1976-05-29T00:00:00,Michigan,USA,Michigan/USA,6-10,230,4,9,Forward,Inactive,1610612754,Pacers,IND,pacers,Indiana,maceo_baston,2002,2008,N,Y,Y,1998,2,58
2044,Jason,Collier,Jason Collier,"Collier, Jason",J. Collier,jason-collier,1977-09-08T00:00:00,Georgia Tech,USA,Georgia Tech/USA,7-0,260,5,40,Center,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,jason_collier,2000,2004,N,Y,Y,2000,1,15
2036,Chris,Mihm,Chris Mihm,"Mihm, Chris",C. Mihm,chris-mihm,1979-07-16T00:00:00,Texas,USA,Texas/USA,7-0,265,8,4,Center,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,chris_mihm,2000,2008,N,Y,Y,2000,1,7
1536,Stephen,Jackson,Stephen Jackson,"Jackson, Stephen",S. Jackson,stephen-jackson,1978-04-05T00:00:00,Butler Community College,USA,"Oak Hill Academy (Mouth of Wilson, VA)/USA",,,13,,,Inactive,0,,,,,stephen_jackson,2000,2013,N,Y,Y,1997,2,42
2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,kenyon-martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,,,14,,,Inactive,0,,,,,kenyon_martin,2000,2014,N,Y,Y,2000,1,1
2066,Soumaila,Samake,Soumaila Samake,"Samake, Soumaila",S. Samake,soumaila-samake,1978-03-18T00:00:00,,Mali,Mali,6-10,240,2,0,Center,Inactive,1610612751,Nets,NJN,nets,New Jersey,soumaila_samake,2000,2002,N,Y,Y,2000,2,36
2038,Joel,Przybilla,Joel Przybilla,"Przybilla, Joel",J. Przybilla,joel-przybilla,1979-10-10T00:00:00,Minnesota,USA,Minnesota/USA,7-1,245,13,10,Center,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,joel_przybilla,2000,2012,N,Y,Y,2000,1,9
2072,Michael,Redd,Michael Redd,"Redd, Michael",M. Redd,michael-redd,1979-08-24T00:00:00,Ohio State,USA,Ohio State/USA,6-6,215,12,22,Guard,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,michael_redd,2000,2011,N,Y,Y,2000,2,43
2059,Eduardo,Najera,Eduardo Najera,"Najera, Eduardo",E. Najera,eduardo-najera,1976-07-11T00:00:00,Oklahoma,Mexico,Oklahoma/Mexico,6-8,235,12,21,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,eduardo_najera,2000,2011,N,Y,Y,2000,2,38
2042,Courtney,Alexander,Courtney Alexander,"Alexander, Courtney",C. Alexander,courtney-alexander,1977-04-27T00:00:00,Fresno State,USA,Fresno State/USA,6-5,205,3,32,Guard,Inactive,1610612764,Wizards,WAS,wizards,Washington,courtney_alexander,2000,2003,N,Y,Y,2000,1,13
2032,Darius,Miles,Darius Miles,"Miles, Darius",D. Miles,darius-miles,1981-10-09T00:00:00,East St. Louis,USA,East St. Louis HS (IL)/USA,6-9,235,7,3,Forward,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,darius_miles,2000,2008,N,Y,Y,2000,1,3
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08T00:00:00,Missouri,USA,Missouri/USA,6-3,195,13,55,Guard,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000,2012,Y,Y,Y,2000,1,10
2047,Quentin,Richardson,Quentin Richardson,"Richardson, Quentin",Q. Richardson,quentin-richardson,1980-04-13T00:00:00,DePaul,USA,DePaul/USA,6-6,228,13,55,Forward,Inactive,1610612746,Clippers,LAC,clippers,Los Angeles,quentin_richardson,2000,2012,N,Y,Y,2000,1,18
2052,DeShawn,Stevenson,DeShawn Stevenson,"Stevenson, DeShawn",D. Stevenson,deshawn-stevenson,1981-04-03T00:00:00,Washington Union,USA,Washington Union HS (CA)/USA,6-5,218,13,92,Forward-Guard,Inactive,1610612764,Wizards,WAS,wizards,Washington,deshawn_stevenson,2000,2012,N,Y,Y,2000,1,23
2143,Pepe,Sanchez,Pepe Sanchez,"Sanchez, Pepe",J. Sanchez,pepe-sanchez,1977-05-08T00:00:00,Temple,Argentina,Temple ''00/Argentina,6-4,195,1,6,Guard,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,pepe_sanchez,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
2068,Lavor,Postell,Lavor Postell,"Postell, Lavor",L. Postell,lavor-postell,1978-02-26T00:00:00,St. John's (NY),USA,St. John''s (N.Y.) '00/USA,6-5,215,3,7,Guard-Forward,Inactive,1610612752,Knicks,NYK,knicks,New York,lavor_postell,2000,2002,N,Y,Y,2000,2,39
2058,Mark,Madsen,Mark Madsen,"Madsen, Mark",M. Madsen,mark-madsen,1976-01-28T00:00:00,Stanford,USA,Stanford/USA,6-9,255,9,35,Forward,Inactive,1610612750,Timberwolves,MIN,timberwolves,Minnesota,mark_madsen,2000,2008,N,Y,Y,2000,1,29
2057,Erick,Barkley,Erick Barkley,"Barkley, Erick",E. Barkley,erick-barkley,1978-02-21T00:00:00,St. John's (NY),USA,St. John''s '02/USA,6-1,185,2,1,Guard,Inactive,1610612757,Trail Blazers,POR,blazers,Portland,erick_barkley,2000,2002,N,Y,Y,2000,1,28
2045,Hedo,Turkoglu,Hedo Turkoglu,"Turkoglu, Hedo",H. Turkoglu,hedo-turkoglu,1979-03-19T00:00:00,,Turkey,Efes Pilsen/Turkey,6-10,220,14,15,Forward,Inactive,1610612753,Magic,ORL,magic,Orlando,hedo_turkoglu,2000,2014,N,Y,Y,2000,1,16
2064,Khalid,El-Amin,Khalid El-Amin,"El-Amin, Khalid",K. El-Amin,khalid-el-amin,1979-04-25T00:00:00,Connecticut,USA,Connecticut ''01/USA,5-10,200,1,11,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,khalid_el-amin,2000,2002,N,Y,Y,2000,2,34
2033,Marcus,Fizer,Marcus Fizer,"Fizer, Marcus",M. Fizer,marcus-fizer,1978-08-10T00:00:00,Iowa State,USA,Iowa State/USA,,,6,,,Inactive,0,,,,,marcus_fizer,2000,2007,Y,Y,Y,2000,1,4
2062,A.J.,Guyton,A.J. Guyton,"Guyton, A.J.",A. Guyton,aj-guyton,1978-02-12T00:00:00,Indiana,USA,Indiana ''00/USA,6-2,185,3,11,Guard,Inactive,1610612741,Bulls,CHI,bulls,Chicago,a.j._guyton,2000,2002,N,Y,Y,2000,2,32
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,jamal-crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,185,19,11,Guard,Inactive,1610612756,Suns,PHX,suns,Phoenix,jamal_crawford,2000,2018,N,Y,Y,2000,1,8
1434,Dragan,Tarlac,Dragan Tarlac,"Tarlac, Dragan",D. Tarlac,dragan-tarlac,1973-05-09T00:00:00,,USA,Olympiakos (Greece)/USA,6-11,270,0,12,Center-Forward,Inactive,1610612741,Bulls,CHI,bulls,Chicago,dragan_tarlac,2000,2000,N,Y,Y,1995,2,31
2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,6-8,218,17,3,Guard-Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000,2016,N,Y,Y,2000,1,5
2048,Jamaal,Magloire,Jamaal Magloire,"Magloire, Jamaal",J. Magloire,jamaal-magloire,1978-05-21T00:00:00,Kentucky,Canada,Kentucky/Canada,6-11,265,12,21,Center,Inactive,1610612740,Hornets,NOH,pelicans,New Orleans,jamaal_magloire,2000,2011,N,Y,Y,2000,1,19
2069,Hanno,Mottola,Hanno Mottola,"Mottola, Hanno",H. Mottola,hanno-mottola,1976-09-09T00:00:00,Utah,Finland,Utah/Finland,6-11,247,1,13,Center-Forward,Inactive,1610612737,Hawks,ATL,hawks,Atlanta,hanno_mottola,2000,2001,N,Y,Y,2000,2,40
2035,DerMarr,Johnson,DerMarr Johnson,"Johnson, DerMarr",D. Johnson,dermarr-johnson,1980-05-05T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,210,7,1,Forward-Guard,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,dermarr_johnson,2000,2007,Y,Y,Y,2000,1,6
2043,Mateen,Cleaves,Mateen Cleaves,"Cleaves, Mateen",M. Cleaves,mateen-cleaves,1977-09-07T00:00:00,Michigan State,USA,Michigan State/USA,,,6,,,Inactive,0,,,,,mateen_cleaves,2000,2005,Y,Y,Y,2000,1,14
2050,Morris,Peterson,Morris Peterson,"Peterson, Morris",M. Peterson,morris-peterson,1977-08-26T00:00:00,Michigan State,USA,Michigan State/USA,,,10,,,Inactive,0,,,,,morris_peterson,2000,2010,N,Y,Y,2000,1,21
2046,Desmond,Mason,Desmond Mason,"Mason, Desmond",D. Mason,desmond-mason,1977-10-11T00:00:00,Oklahoma State,USA,Oklahoma State/USA,,,9,,,Inactive,0,,,,,desmond_mason,2000,2009,N,Y,Y,2000,1,17
2106,Ruben,Wolkowyski,Ruben Wolkowyski,"Wolkowyski, Ruben",R. Wolkowyski,ruben-wolkowyski,1973-09-30T00:00:00,Argentina,Argentina,Argentina/Argentina,6-10,275,1,45,Forward,Inactive,1610612760,SuperSonics,SEA,thunder,Seattle,ruben_wolkowyski,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
2031,Stromile,Swift,Stromile Swift,"Swift, Stromile",S. Swift,stromile-swift,1979-11-21T00:00:00,Louisiana State,USA,Louisiana State/USA,6-10,220,9,4,Forward-Center,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,stromile_swift,2000,2008,N,Y,Y,2000,1,2
2091,Daniel,Santiago,Daniel Santiago,"Santiago, Daniel",D. Santiago,daniel-santiago,1976-06-24T00:00:00,Saint Vincent,Puerto Rico,St. Vincent/Puerto Rico,7-1,256,4,15,Center,Inactive,1610612749,Bucks,MIL,bucks,Milwaukee,daniel_santiago,2000,2004,N,Y,Y,Undrafted,Undrafted,Undrafted
2101,Paul,McPherson,Paul McPherson,"McPherson, Paul",P. McPherson,paul-mcpherson,1978-07-03T00:00:00,DePaul,USA,Tallahasee CC FL; Kennedy King Coll. IL (J.C.); De,6-4,210,0,23,Guard,Inactive,1610612756,Suns,PHX,suns,Phoenix,paul_mcpherson,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
2092,Ruben,Garces,Ruben Garces,"Garces, Ruben",R. Garces,ruben-garces,1973-10-17T00:00:00,Providence,USA,Providence/USA,,,0,,,Inactive,0,,,,,ruben_garces,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
2054,Jake,Tsakalidis,Jake Tsakalidis,"Tsakalidis, Jake",J. Tsakalidis,jake-tsakalidis,1979-06-10T00:00:00,,Greece,Greece,7-2,290,7,25,Center,Inactive,1610612756,Suns,PHX,suns,Phoenix,jake_tsakalidis,2000,2006,N,Y,Y,2000,1,25
1531,Marc,Jackson,Marc Jackson,"Jackson, Marc",M. Jackson,marc-jackson,1975-01-16T00:00:00,Temple,USA,Temple/USA,6-10,253,7,44,Forward,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,marc_jackson,2000,2006,N,Y,Y,1997,2,37
2084,Chris,Porter,Chris Porter,"Porter, Chris",C. Porter,chris-porter,1978-05-09T00:00:00,Auburn, ,Auburn,6-7,218,0,4,Forward,Inactive,1610612744,Warriors,GSW,warriors,Golden State,chris_porter,2000,2000,Y,Y,Y,2000,2,55
1554,Jamal,Robinson,Jamal Robinson,"Robinson, Jamal",J. Robinson,jamal-robinson,1973-12-27T00:00:00,Virginia,USA,Virginia/USA,,,0,,,Inactive,0,,,,,jamal_robinson,2000,2000,N,Y,Y,1997,,
2067,Eddie,House,Eddie House,"House, Eddie",E. House,eddie-house,1978-05-14T00:00:00,Arizona State,USA,Arizona State/USA,6-1,190,11,55,Guard,Inactive,1610612748,Heat,MIA,heat,Miami,eddie_house,2000,2010,N,Y,Y,2000,2,37
2040,Jerome,Moiso,Jerome Moiso,"Moiso, Jerome",J. Moiso,jerome-moiso,1978-06-15T00:00:00,California-Los Angeles,France,UCLA/France,,,4,,,Inactive,0,,,,,jerome_moiso,2000,2004,N,Y,Y,2000,1,11
1548,Mark,Blount,Mark Blount,"Blount, Mark",M. Blount,mark-blount,1975-11-30T00:00:00,Pittsburgh,USA,Pittsburgh/USA,7-0,250,9,15,Center-Forward,Inactive,1610612738,Celtics,BOS,celtics,Boston,mark_blount,2000,2008,N,Y,Y,1997,2,54
2061,Dan,Langhi,Dan Langhi,"Langhi, Dan",D. Langhi,dan-langhi,1977-11-28T00:00:00,Vanderbilt,USA,Vanderbilt ''00/USA,,,3,,,Inactive,0,,,,,dan_langhi,2000,2003,N,Y,Y,2000,2,31
2123,Garth,Joseph,Garth Joseph,"Joseph, Garth",G. Joseph,garth-joseph,1973-08-08T00:00:00,Saint Rose,USA,St. Rose College (NY)/USA,,,1,,,Inactive,0,,,,,garth_joseph,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
2063,Jake,Voskuhl,Jake Voskuhl,"Voskuhl, Jake",J. Voskuhl,jake-voskuhl,1977-11-01T00:00:00,Connecticut,USA,Connecticut/USA,6-11,255,9,77,Center,Inactive,1610612756,Suns,PHX,suns,Phoenix,jake_voskuhl,2000,2008,N,Y,Y,2000,2,33
1924,Lee,Nailon,Lee Nailon,"Nailon, Lee",L. Nailon,lee-nailon,1975-02-22T00:00:00,Texas Christian,USA,Texas Christian/USA,,,5,,,Inactive,0,,,,,lee_nailon,2000,2005,N,Y,Y,1999,2,43
2130,Mike,Penberthy,Mike Penberthy,"Penberthy, Mike",M. Penberthy,mike-penberthy,1974-11-29T00:00:00,The Master's College,USA,Master's College/USA,,,1,,,Inactive,0,,,,,mike_penberthy,2000,2001,N,Y,Y,Undrafted,Undrafted,Undrafted
1985,Zendon,Hamilton,Zendon Hamilton,"Hamilton, Zendon",Z. Hamilton,zendon-hamilton,1975-04-29T00:00:00,"St. John's, N.Y.",USA,St. John's/USA,,,5,,,Inactive,0,,,,,zendon_hamilton,2000,2005,Y,Y,Y,Undrafted,Undrafted,Undrafted
2121,Terrance,Roberson,Terrance Roberson,"Roberson, Terrance",T. Roberson,terrance-roberson,1976-12-30T00:00:00,Fresno State,USA,Fresno State/USA,,,0,,,Inactive,0,,,,,terrance_roberson,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
2053,Dalibor,Bagaric,Dalibor Bagaric,"Bagaric, Dalibor",D. Bagaric,dalibor-bagaric,1980-07-02T00:00:00,,Croatia,Croatia,7-1,290,3,11,Center,Inactive,1610612741,Bulls,CHI,bulls,Chicago,dalibor_bagaric,2000,2002,N,Y,Y,2000,1,24
1956,Ira,Newble,Ira Newble,"Newble, Ira",I. Newble,ira-newble,1975-01-20T00:00:00,Miami (OH),USA,Miami (Ohio)/USA,6-7,220,8,14,Guard-Forward,Inactive,1610612739,Cavaliers,CLE,cavaliers,Cleveland,ira_newble,2000,2007,N,Y,Y,Undrafted,Undrafted,Undrafted
2051,Donnell,Harvey,Donnell Harvey,"Harvey, Donnell",D. Harvey,donnell-harvey,1980-08-26T00:00:00,Florida,USA,Florida/USA,,,5,,,Inactive,0,,,,,donnell_harvey,2000,2004,N,Y,Y,2000,1,22
2073,Brian,Cardinal,Brian Cardinal,"Cardinal, Brian",B. Cardinal,brian-cardinal,1977-05-02T00:00:00,Purdue,USA,Purdue/USA,6-8,240,12,35,Forward,Inactive,1610612763,Grizzlies,MEM,grizzlies,Memphis,brian_cardinal,2000,2011,N,Y,Y,2000,2,44
2098,Slava,Medvedenko,Slava Medvedenko,"Medvedenko, Slava",S. Medvedenko,slava-medvedenko,1979-04-04T00:00:00,Ukraine,Ukraine,Ukraine/Ukraine,6-10,253,7,3,Forward,Inactive,1610612747,Lakers,LAL,lakers,Los Angeles,slava_medvedenko,2000,2006,N,Y,Y,Undrafted,Undrafted,Undrafted
2071,Olumide,Oyedeji,Olumide Oyedeji,"Oyedeji, Olumide",O. Oyedeji,olumide-oyedeji,1981-05-11T00:00:00,,Nigeria,Nigeria,,,3,,,Inactive,0,,,,,olumide_oyedeji,2000,2007,N,Y,Y,2000,2,42
1950,Andy,Panko,Andy Panko,"Panko, Andy",A. Panko,andy-panko,1977-11-29T00:00:00,Lebanon Valley,USA,Lebanon Valley/USA,,,0,,,Inactive,0,,,,,andy_panko,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
2074,Jabari,Smith,Jabari Smith,"Smith, Jabari",J. Smith,jabari-smith,1977-02-12T00:00:00,Louisiana State,USA,Louisiana State/USA,6-11,250,4,55,Center,Inactive,1610612758,Kings,SAC,kings,Sacramento,jabari_smith,2000,2004,N,Y,Y,2000,2,45
2055,Mamadou,N'diaye,Mamadou N'diaye,"N'diaye, Mamadou",M. N'diaye,mamadou-ndiaye,1975-06-16T00:00:00,Auburn,Senegal,Auburn/Senegal,7-0,255,5,34,Center,Inactive,1610612761,Raptors,TOR,raptors,Toronto,mamadou_n'diaye,2000,2004,N,Y,Y,2000,1,26
2173,Sean,Colson,Sean Colson,"Colson, Sean",S. Colson,sean-colson,1975-07-01T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte ''98/USA,6-0,175,1,3,Guard,Inactive,1610612745,Rockets,HOU,rockets,Houston,sean_colson,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
1609,Art,Long,Art Long,"Long, Art",A. Long,art-long,1972-10-01T00:00:00,Cincinnati,USA,Cincinnati ''96/USA,6-9,250,3,35,Forward,Inactive,1610612760,SuperSonics,SEA,thunder,Seattle,art_long,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
2065,Mike,Smith,Mike Smith,"Smith, Mike",M. Smith,mike-smith,1976-04-15T00:00:00,Louisiana-Monroe,USA,Bossier Parish CC LA; Louisiana-Monroe/USA,6-8,195,1,40,Forward,Inactive,1610612764,Wizards,WAS,wizards,Washington,mike_smith,2000,2000,N,Y,Y,2000,2,35
2128,David,Vanterpool,David Vanterpool,"Vanterpool, David",D. Vanterpool,david-vanterpool,1973-03-21T00:00:00,St. Bonaventure,USA,St. Bonaventure/USA,6-5,200,0,22,Guard,Inactive,1610612764,Wizards,WAS,wizards,Washington,david_vanterpool,2000,2000,N,Y,Y,Undrafted,Undrafted,Undrafted
1864,Steve,Goodrich,Steve Goodrich,"Goodrich, Steve",S. Goodrich,steve-goodrich,1976-03-18T00:00:00,Princeton,USA,Princeton ''98/USA,6-10,220,2,30,Center,Inactive,1610612741,Bulls,CHI,bulls,Chicago,steve_goodrich,2000,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
2109,Eddie,Gill,Eddie Gill,"Gill, Eddie",E. Gill,eddie-gill,1978-08-16T00:00:00,Weber State,USA,Weber State/USA,,,7,,,Inactive,0,,,,,eddie_gill,2000,2008,Y,Y,Y,Undrafted,Undrafted,Undrafted
2082,Dan,McClintock,Dan McClintock,"McClintock, Dan",D. McClintock,dan-mcclintock,1977-04-19T00:00:00,Northern Arizona,USA,Northern Arizona/USA,7-0,270,0,50,Center,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,dan_mcclintock,2000,2000,N,Y,Y,2000,2,53
1917,Wang,Zhi-zhi,Wang Zhi-zhi,"Zhi-zhi, Wang",W. Zhi-zhi,wang-zhi-zhi,1977-07-08T00:00:00,,China,China,,,5,,,Inactive,0,,,,,wang_zhi-zhi,2000,2004,N,Y,Y,1999,2,36
1952,Raja,Bell,Raja Bell,"Bell, Raja",R. Bell,raja-bell,1976-09-19T00:00:00,Florida International,U.S. Virgin Islands,Florida International/U.S. Virgin Islands,6-5,210,12,19,Guard,Inactive,1610612756,Suns,PHX,suns,Phoenix,raja_bell,2000,2011,N,Y,Y,Undrafted,Undrafted,Undrafted
2078,Jason,Hart,Jason Hart,"Hart, Jason",J. Hart,jason-hart,1978-04-29T00:00:00,Syracuse,USA,Syracuse/USA,,,9,,,Inactive,0,,,,,jason_hart,2000,2009,N,Y,Y,2000,2,49
2204,Eddie,Griffin,Eddie Griffin,"Griffin, Eddie",E. Griffin,eddie-griffin,1982-05-30T00:00:00,Seton Hall,USA,Seton Hall/USA,,,4,,,Inactive,0,,,,,eddie_griffin,2001,2006,N,Y,Y,2001,1,7
2351,Oscar,Torres,Oscar Torres,"Torres, Oscar",O. Torres,oscar-torres,1976-12-18T00:00:00,Venezuela,Venezuela,Venezuela/Venezuela,6-6,210,1,18,Guard-Forward,Inactive,1610612745,Rockets,HOU,rockets,Houston,oscar_torres,2001,2002,N,Y,Y,Undrafted,Undrafted,Undrafted
2357,Tierre,Brown,Tierre Brown,"Brown, Tierre",T. Brown,tierre-brown,1979-06-03T00:00:00,McNeese State,USA,McNeese State/USA,,,4,,,Inactive,0,,,,,tierre_brown,2001,2004,Y,Y,Y,Undrafted,Undrafted,Undrafted
2242,Terence,Morris,Terence Morris,"Morris, Terence",T. Morris,terence-morris,1979-01-11T00:00:00,Maryland,USA,Maryland/USA,,,3,,,Inactive,0,,,,,terence_morris,2001,2008,N,Y,Y,2001,2,33
2224,Jamaal,Tinsley,Jamaal Tinsley,"Tinsley, Jamaal",J. Tinsley,jamaal-tinsley,1978-02-28T00:00:00,Iowa State,USA,Iowa State/USA,,,10,,,Inactive,0,,,,,jamaal_tinsley,2001,2013,Y,Y,Y,2001,1,27
2056,Primoz,Brezec,Primoz Brezec,"Brezec, Primoz",P. Brezec,primoz-brezec,1979-10-02T00:00:00,,Slovenia,Slovenia,7-1,255,8,9,Center,Inactive,1610612766,Bobcats,CHA,hornets,Charlotte,primoz_brezec,2001,2009,N,Y,Y,2000,1,27
2210,Richard,Jefferson,Richard Jefferson,"Jefferson, Richard",R. Jefferson,richard-jefferson,1980-06-21T00:00:00,Arizona,USA,Arizona/USA,6-7,233,17,22,Forward,Inactive,1610612751,Nets,NJN,nets,New Jersey,richard_jefferson,2001,2017,N,Y,Y,2001,1,13
2220,Brandon,Armstrong,Brandon Armstrong,"Armstrong, Brandon",B. Armstrong,brandon-armstrong,1980-06-16T00:00:00,Pepperdine,USA,Pepperdine ''01/USA,6-5,185,3,1,Guard,Inactive,1610612751,Nets,NJN,nets,New Jersey,brandon_armstrong,2001,2003,Y,Y,Y,2001,1,23
2215,Jason,Collins,Jason Collins,"Collins, Jason",J. Collins,jason-collins,1978-12-02T00:00:00,Stanford,USA,Stanford/USA,7-0,255,12,98,Center,Inactive,1610612751,Nets,BKN,nets,Brooklyn,jason_collins,2001,2013,N,Y,Y,2001,1,18
2225,Tony,Parker,Tony Parker,"Parker, Tony",T. Parker,tony-parker,1982-05-17T00:00:00, ,France,Paris BR/France,6-2,185,18,9,Guard,Inactive,1610612766,Hornets,CHA,hornets,Charlotte,tony_parker,2001,2018,N,Y,Y,2001,1,28
1043,Amal,McCaskill,Amal McCaskill,"McCaskill, Amal",A. McCaskill,amal-mccaskill,1973-10-28T00:00:00,Marquette,USA,Marquette/USA,6-11,235,4,00,Center,Inactive,1610612755,76ers,PHI,sixers,Philadelphia,amal_mccaskill,1996,2003,N,Y,Y,1996,2,49
1442,Zeljko,Rebraca,Zeljko Rebraca,"Rebraca, Zeljko",Z. Rebraca,zeljko-rebraca,1972-04-09T00:00:00,,Yugoslavia,Serbia & Montenegro/Yugoslavia,7-0,265,5,11,Center,Inactive,1610612765,Pistons,DET,pistons,Detroit,zeljko_rebraca,2001,2005,N,Y,Y,1994,2,54
2349,Victor,Alexander,Victor Alexander,"Alexander, Victor",V. Alexander,victor-alexander,1969-08-31T00:00:00,Iowa State,USA,Iowa State/USA,6-10,265,4,9,Forward,Inactive,1610612744,Warriors,GOS,warriors,Golden State,victor_alexander,1991,2001,N,Y,Y,1991,1,17
2206,Rodney,White,Rodney White,"White, Rodney",R. White,rodney-white,1980-06-28T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-9,230,4,3,Forward,Inactive,1610612743,Nuggets,DEN,nuggets,Denver,rodney_white,2001,2004,N,Y,Y,2001,1,9
1905,Andrei,Kirilenko,Andrei Kirilenko,"Kirilenko, Andrei",A. Kirilenko,andrei-kirilenko,1981-02-18T00:00:00,,Russia,Russia,,,12,,,Inactive,0,,,,,andrei_kirilenko,2001,2014,N,Y,Y,1999,1,24
